code_name,exp,SMILES,HOMO-LUMO gap,HOMO,LUMO,IP,EA,Dipole module,Total charge,Global SASA,G solv. in H2O,G of H-bonds H2O,Fermi-level,Total polariz. alpha,Total FOD,Hardness,Softness,Electronegativity,Electrophil. idx,Nucleophilicity idx,Second IP,Second EA,S0-T1 gap,HOMO-LUMO gap_GFN,HOMO_GFN,LUMO_GFN,Dipole module_GFN,Total energy,Total disp. C6,Total disp. C8,Dispersion area,Dispersion volume,Chem. potential,Electrodon. power idx,Electroaccep. power idx,max. electron flow,Electrodon. Chem. potential,Electrodon. max. electron flow,Electrofugality,Nucleofugality,Intrinsic React. idx,Net Electrophilicity,Hyperhardness,Hypersoftness,Electrophilic descrip.,cub. electrophilicity idx,G solv. elec.,G solv. SASA,G solv. shift,Trans. dipole moment,HOMO occup.,LUMO occup.
CHEMBL2207658,3.34,O[C@H](CNC(=O)c1c[nH]nc1C(F)(F)F)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,10.2581,-9.0812,1.1768,7.3492,0.3995,6.6593,0.0,691.4256,-26.7141,-6.8659,-8.691,281.8177,0.1947,6.9497,0.1439,3.8744,1.08,1.1036,10.5077,6.6058,90.3185,3.0828,-10.2324,-7.1495,7.7848,-98.6312,34615.7894,859770.3023,501.2361,503.5437,-3.8744,1.3144,9.0632,0.8075,-5.6118,0.8075,0.6805,8.4292,1.1149,-7.7487,4.6824,0.014,1.476,1.2887,-20.8537,0.3273,0.6782,3.3788,2.0,0.0
CHEMBL2068839,3.21,Cc1ccc(COC(=O)N2CC[C@H](CNc3ncccn3)[C@H](F)C2)cc1,9.5005,-8.5765,0.924,7.132,-0.1497,3.4058,0.0,615.6111,-16.853,-3.1096,-8.4224,246.2881,0.2138,7.2817,0.1373,3.4912,0.837,1.2906,10.4762,5.8559,76.1143,2.8562000000000003,-9.8505,-6.9943,3.443,-77.0446,25824.759,596863.8514,443.4065,438.4622,-3.4912,0.7671,7.7494,0.7295,-5.3116,0.7295,0.9867,7.969,0.9589,-6.9824,4.6749,0.0121,1.4838,1.0599,-12.3537,-2.0678,0.6782,0.3542,2.0,0.0
CHEMBL118755,-0.16,Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(Cc4ccncc4)C3=O,7.2842,-8.9227,-1.6385,7.5957,1.437,4.4983,0.0,532.8493,-25.3422,-4.0584,-9.419,229.7808,0.5749000000000001,6.1587,0.1624,4.5164,1.656,0.8396,11.1968,7.3298,56.4871,1.9886,-10.4133,-8.4247,4.65,-70.477,21386.1605,552130.7511,365.3786,366.2185,-4.5164,2.8774,11.9101,0.9833,-6.056,0.9833,0.219,9.2517,1.4667,-9.0327,4.747,0.0203,1.2089,1.763,-21.3383,-0.6237,0.6782,1.689,2.0,0.0
CHEMBL384467,1.87,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,9.1734,-9.432,-0.2586,7.5867,0.8437,6.2995,0.0,551.8686,-23.5189,-8.8611,-9.0196,256.2831,0.3385,6.743,0.1483,4.2152,1.3177,0.9684,11.1318,6.3933,62.6437,2.4418,-10.2406,-7.7987,6.3797,-86.9741,29745.4138,677497.1808,416.0574,470.6487,-4.2152,1.8983,10.3287,0.8751,-5.9009,0.8751,0.474,8.9043,1.2503,-8.4304,4.5474,0.0148,1.3361,1.4858,-18.0184,2.6825,0.6782,0.141,2.0,0.0
CHEMBL1270772,3.0,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4CCOc34)n2)c1,8.0044,-8.1387,-0.1342,7.0383,0.1919,9.2595,0.0,613.0625,-24.7491,-4.8563,-8.3935,266.3342,0.291,6.8464,0.1461,3.6151,0.9546,1.2066,10.3954,6.3264,74.9597,3.0776,-9.9323,-6.8547,8.6018,-77.0264,28685.5624,724836.0001,434.7821,428.8743,-3.6151,1.0591,8.2893,0.7781,-5.3267,0.7781,0.7627,7.9929,1.0561,-7.2303,4.7458,0.0148,1.3563,1.1524,-19.7599,-0.8111,0.6782,4.237,2.0,0.0
CHEMBL2208426,2.86,CS(=O)(=O)c1ccc(s1)C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,8.3674,-9.1468,-0.7793,7.3437,1.1906,6.074,0.0,752.4839,-28.6515,-6.5048,-9.2139,323.0862,0.3305,6.1531,0.1625,4.2672,1.4798,0.9129,10.2028,7.5502,74.2197,2.2164,-10.3221,-8.1057,5.5365,-96.8434,43873.7674,1188774.7593,546.1876,550.7677,-4.2672,2.4211,10.9554,0.9435,-5.8054,0.9435,0.2892,8.8235,1.3871,-8.5343,4.6093,0.0198,1.4236,1.6217,-26.1065,3.2816,0.6782,3.6022,2.0,0.0
CHEMBL1917448,-0.42,COc1cccc(c1)S(=O)(=O)c2c(C)n(CC(=O)O)c3ccc(C)cc23,8.7384,-8.756,-0.0176,7.3849,0.086,8.5387,0.0,577.8435,-30.8075,-8.6145,-8.6319,256.0465,0.2067,7.2989,0.137,3.7354,0.956,1.1807,11.0752,5.9808,82.5918,3.1052,-10.1845,-7.0793,7.3602,-76.8938,26829.7741,674611.3755,424.4854,425.5083,-3.7354,1.001,8.4718,0.7618,-5.5602,0.7618,0.87,8.3409,1.0236,-7.4708,4.7926,0.0123,1.4071,1.1624,-25.5411,2.6699,0.6782,3.8382,2.0,0.0
CHEMBL1172,1.48,Clc1ccc2C(=C3CCNCC3)c4ncccc4CCc2c1,9.3316,-8.7911,0.5405,6.9446,-0.1289,2.8803,0.0,509.8175,-6.1253,-1.2759,-8.2204,229.2432,0.2622,7.0736,0.1414,3.4078,0.8209000000000001,1.32,10.6986,5.429,75.3041,2.7985,-9.6196,-6.8211,2.8843,-60.78,21399.6911,539915.7498,374.3568,381.2139,-3.4078,0.76,7.5757,0.7318,-5.1762,0.7318,0.9499,7.7656,0.9636,-6.8157,4.6559,0.0132,1.3134,1.0119,-3.0704,-2.4571,0.6782,2.7673,2.0,0.0
CHEMBL2171029,1.6,OC(=O)CCCCn1nnc(n1)c2ccc(cc2)C(=O)N3CCC(CC3)N4CCC(CC4)Oc5ccc(Cl)c(Cl)c5,9.2157,-9.0487,0.167,6.8886,0.7749,5.849,0.0,917.1651,-30.0127,-8.2458,-8.532,397.8936,0.3341,6.1137,0.1636,3.8318,1.201,1.0641,9.5133,7.6564,80.8159,2.5581,-9.811,-7.2529,6.454,-122.4173,67816.1353,1663774.924,682.6773,698.2665,-3.8318,1.7366,9.4002,0.8768,-5.3602,0.8768,0.4261,8.0897,1.2536,-7.6635,4.7531,0.0208,1.4255,1.3743,-20.2955,-2.1497,0.6782,4.3627,2.0,0.0
CHEMBL2070950,1.6,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5ccncc5s4,9.0353,-8.0714,0.9639,7.2081,0.2099,6.0764,0.0,659.5142,-21.0022,-2.8763,-8.5116,298.4212,0.2405,6.9982,0.1429,3.709,0.9832,1.1746,10.4146,6.4401,76.9923,3.003,-10.0131,-7.0101,5.8203,-89.3401,38317.7503,940476.264,499.2373,520.3896,-3.709,1.0985,8.5165,0.7801,-5.4585,0.7801,0.7733,8.1912,1.0601,-7.4179,4.7184,0.0138,1.4556,1.1957,-15.2125,-3.5916,0.6782,5.0165,2.0,0.0
CHEMBL1486517,2.5,O=C(C1CCN(CC1)c2nnc(s2)n3cccc3)N4CCN(Cc5ccc6OCOc6c5)CC4,8.2536,-7.2719,0.9816,6.5803,0.2664,7.0648,0.0,740.6413,-16.3407,-2.3139,-8.3686,331.4077,0.2911,6.314,0.1584,3.4233,0.9282,1.2621,9.4282,6.8797,73.5111,2.9604,-9.8488,-6.8884,7.0616,-98.7367,46230.9058,1129532.2816,546.1946,560.6397,-3.4233,1.0786,7.9253,0.7922,-5.0018,0.7922,0.6618,7.5085,1.0844,-6.8467,4.7306,0.0188,1.3364,1.1208,-13.2478,-1.4572,0.6782,5.1977,2.0,0.0
CHEMBL2036779,2.1,CCN1CCOC(C1)C(=O)N2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3,9.8293,-8.7888,1.0404,6.9787,-0.1447,3.4521,0.0,651.5593,-19.4495,-2.7965,-8.2809,267.325,0.1683,7.1235,0.1404,3.417,0.8196,1.3183,10.1351,5.7272,87.6593,2.9897,-9.7757,-6.786,4.5905000000000005,-83.8643,30977.2781,764813.7307,470.7098,475.6081,-3.417,0.7517,7.5857,0.7297,-5.1979,0.7297,0.9643,7.7983,0.9594,-6.834,4.5142,0.0125,1.4859,1.0433,-17.2186,-0.1126,0.6782,4.8785,2.0,0.0
CHEMBL2147032,3.24,O=C1COC2(CCN(CC2)S(=O)(=O)c3ccc(cc3)c4ccc5cccnc5c4)CN1C6CC6,8.5308,-9.502,-0.9712,7.1886,0.9894,7.2775,0.0,717.6871,-24.2955,-3.6292,-9.046,333.283,0.4119,6.1992,0.1613,4.089,1.3487,0.9749,10.2843,7.1686,63.7811,2.2865,-10.1892,-7.9027,6.3616,-97.7489,46346.2338,1142866.2456,533.6622,554.559,-4.089,2.0808,10.2589,0.9096,-5.6388,0.9096,0.3593,8.5374,1.3193,-8.1781,4.6374,0.0195,1.3129,1.4992,-21.5358,0.1913,0.6782,0.2751,2.0,0.0
CHEMBL1907764,3.05,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@@H]4CCCN(C)C4,7.808,-8.1343,-0.3262,6.6889,0.7817000000000001,4.0939,0.0,689.0365,-12.1172,-2.2374,-8.5577,297.0905,0.482,5.9072,0.1693,3.7353,1.1814,1.0872,9.8682,6.5154,59.2363,1.8751,-9.4953,-7.6202,5.5760000000000005,-88.0438,36794.2421,944175.8287,498.4011,505.5249,-3.7353,1.7286,9.1993,0.8825000000000001,-5.2121,0.8825000000000001,0.3996,7.8703,1.265,-7.4707,4.4564,0.0216,1.1544,1.3241,-7.3963,-3.1617,0.6782,3.4587,2.0,0.0
CHEMBL1962616,-0.51,NC(=N)NC(=O)c1nc(Cl)c(NCc2ccncc2)nc1N,7.6583,-8.1141,-0.4558,7.1246,0.7771,4.8248,0.0,527.8374,-27.2556,-7.9034,-8.8654,208.2664,0.4947,6.3476,0.1576,3.9509,1.2296,1.0349,10.7357,6.5849,59.2248,2.2272,-9.9791,-7.7519,4.4602,-64.3559,17874.3365,443745.0167,357.4665,346.344,-3.9509,1.7609,9.6625,0.8724000000000001,-5.5377,0.8724000000000001,0.4525,8.3542,1.2449,-7.9017,4.7094000000000005,0.0184,1.179,1.3772,-13.672,-6.3584,0.6782,1.142,2.0,0.0
CHEMBL1366397,2.31,Oc1ccccc1OCC(=O)NC2CCCC2,10.9552,-9.026,1.9292,7.7546,-1.2929,3.7969,0.0,446.8306,-11.5577,-4.2727,-8.1764,164.1185,0.0627,9.0475,0.1105,3.2309,0.5771000000000001,1.5004,11.7829,3.5282,99.7405,4.1342,-10.2435,-6.1093,4.0013,-51.6533,11560.3618,265404.6282,315.4966,302.8591,-3.2309,0.2084,6.6702,0.6071000000000001,-5.4927,0.6071000000000001,1.87,8.3317,0.7141000000000001,-6.4617,4.4247,0.006,1.923,0.8384,-8.8814,0.9183,0.6782,3.464,2.0,0.0
CHEMBL393348,1.58,Clc1ccc(cc1C(=O)NCC23CC4CC(CC(C4)C2)C3)C5CCNCC5,9.784,-9.2684,0.5156000000000001,7.087,-0.3834,3.7548,0.0,613.6186,-10.0441,-1.9206,-8.3576,277.5526,0.1871,7.4705,0.1339,3.3518,0.7525000000000001,1.3712,10.3028,4.2821,86.7879,2.7433,-9.7293,-6.986,3.573,-79.634,33635.9674,799877.1514,464.328,495.769,-3.3518,0.5922000000000001,7.2957,0.6989000000000001,-5.2194,0.6989000000000001,1.136,7.8395,0.8978,-6.7036,3.9407,0.0095,1.5774,0.9903,-7.7181,-1.0835,0.6782,2.2332,2.0,0.0
CHEMBL2021706,0.4,CCC[C@@H](CNC(=O)c1nc(Cl)c(N)nc1N)[N+](C)(C)CCCc2ccc(OC)cc2,7.8855,-9.7855,-1.9,9.2545,2.6887,7.0585,1.0,677.3266,-63.4024,-7.7617,-11.0556,313.4941,0.3623,6.5659,0.1524,5.9716000000000005,2.7181,0.5664,12.6372,8.5259,61.1958,2.4549,-12.2831,-9.8282,6.607,-94.3446,41971.7984,987841.0943,523.8324,561.6461,-5.9716000000000005,5.7216000000000005,17.6648,1.1602,-7.6131,1.1602,0.0294,11.9727,1.8205,-11.9432,4.61,0.0164,1.7036,2.7051,-53.1015,-3.2174,0.6782,1.9774,2.0,0.0
CHEMBL187673,3.3,Oc1ccc(cc1)c2oc3cc(O)ccc3n2,8.5035,-8.2775,0.2259,7.4801,0.2,3.816,0.0,415.5247,-14.7618,-8.0803,-8.7359,156.6123,0.1997,7.2801,0.1374,3.8401,1.0128,1.1362,11.7629,5.4009,68.1633,2.8516,-10.1616,-7.3101,2.9735,-47.5682,9760.7677,242847.195,268.3193,254.33,-3.8401,1.121,8.8011,0.7775000000000001,-5.6601,0.7775000000000001,0.8127000000000001,8.4928,1.0549,-7.68,4.7418,0.0123,1.2692,1.1875,-7.097,-0.2627,0.6782,7.1485,2.0,0.0
CHEMBL1555870,2.39,NC(=O)c1sc(cc1NS(=O)(=O)c2ccc(cc2)C(F)(F)F)c3ccsc3,8.0804,-8.6542,-0.5738,7.725,1.4306,4.959,0.0,578.0551,-20.6469,-6.5142,-9.3229,264.0832,0.4133,6.2944,0.1589,4.5778,1.6647,0.8320000000000001,11.555,7.5132,57.9451,2.3218,-10.4838,-8.162,4.7321,-81.8543,27837.753,795718.1424,403.7289,409.086,-4.5778,2.8677,12.0232,0.9773,-6.1514,0.9773,0.2341,9.3897,1.4545,-9.1556,4.9563,0.0199,1.1877,1.7723,-19.7848,4.9739,0.6782,5.2601,2.0,0.0
CHEMBL1289233,3.38,Clc1ccc(N2CCN(CC2)C(=O)COCc3ccncc3)c(Cl)c1,9.1524,-8.3469,0.8055,6.968,0.2694,3.7428,0.0,592.0351,-14.4064,-1.864,-8.4806,251.9091,0.2608,6.6986,0.1493,3.6187,0.9776,1.1956,10.2958,6.4933,79.1442,3.0351,-9.9981,-6.963,3.105,-74.2583,26440.7437,679045.6186,426.6156,430.845,-3.6187,1.1289,8.3664,0.7902,-5.2934,0.7902,0.7081000000000001,7.9456,1.0804,-7.2374,4.7758,0.0159,1.321,1.168,-11.373,-1.8476,0.6782,0.5303,2.0,0.0
CHEMBL2031235,1.75,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5oncc5)ccc4C,7.3658,-7.626,-0.2602,6.5809,1.0113,1.417,0.0,707.1119,-18.3043,-2.8554,-8.7045,312.2651,0.5519000000000001,5.5696,0.1796,3.7961,1.2938,1.0346,9.8081,7.2095,62.3422,1.4345,-9.4217,-7.9872,2.6412,-93.4087,40230.8815,955380.9715,509.0022,517.8712,-3.7961,2.0752,9.6674,0.9316,-5.1885,0.9316,0.2824,7.8747,1.3632,-7.5922,4.7127,0.0273,1.0599,1.4077,-12.7614,-3.3656,0.6782,2.8928000000000003,2.0,0.0
CHEMBL1824036,-0.51,CS(=O)(=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,8.614,-8.8084,-0.1944,6.8694,0.8533000000000001,5.7663,0.0,745.0334,-27.8015,-6.594,-8.5123,341.5113,0.4172,6.0161,0.1663,3.8613,1.2399,1.0454,9.9877,7.3019,73.1015,2.284,-9.6543,-7.3703,5.254,-108.5072,49901.0313,1199266.5808,564.7216,584.1168,-3.8613,1.8501,9.5728,0.892,-5.3654,0.892,0.3866,8.1093,1.2839,-7.7226,4.7835,0.022,1.221,1.387,-24.7418,2.8561,0.6782,2.4883,2.0,0.0
CHEMBL107955,1.67,CCOC(=O)N1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3c(cc(cc3C(C)C)C(C)C)C(C)C,8.7436,-9.0311,-0.2875,7.116,0.1508,7.6014,0.0,810.5853,-34.4834,-5.9117,-8.3516,438.5109,0.2512,6.9652,0.1436,3.6334,0.9481,1.206,10.1613,6.5005,86.6468,2.9894,-9.8463,-6.8569,7.1238,-130.7916,82301.7868,1924533.2617,690.0722,767.6809,-3.6334,1.0298,8.2965,0.7717,-5.3747,0.7717,0.7973,8.0641,1.0435,-7.2668,4.6975,0.0139,1.4917,1.1671,-28.4165,-0.8335,0.6782,2.3373,2.0,0.0
CHEMBL445496,1.73,CNC1=Nc2ncccc2C(=NC1c3cccs3)c4cc[nH]c4,8.2066,-7.7848,0.4217,6.7525,-0.0424,4.8137,0.0,520.2772,-14.3638,-3.0241,-8.162,235.6844,0.4192,6.7948,0.1472,3.355,0.8288000000000001,1.3305,10.6672,5.6457,63.87,2.446,-9.385,-6.939,4.4212,-61.8993,21873.1019,569375.2142,371.8689,370.6459,-3.355,0.8094,7.5195,0.7439,-5.0538,0.7439,0.8711000000000001,7.5812,0.9878,-6.7101,4.8014,0.0153,1.1977,0.9963,-8.855,-3.1629,0.6782,1.3224,2.0,0.0
CHEMBL1478435,3.0,CC1(C)CC(=O)c2c(N)c3ccccc3nc2C1,8.0055,-8.4715,-0.466,7.4984,0.2297,1.6936,0.0,429.1006,-9.5018,-2.7695,-8.600200000000001,178.1939,0.3569,7.2687,0.1376,3.8641,1.0271,1.126,11.8825,5.1866,62.9655,2.283,-9.7417,-7.4587,1.209,-50.2313,13111.6129,312929.6129,295.9613,299.6384,-3.8641,1.1528,8.8809,0.7816000000000001,-5.6812000000000005,0.7816000000000001,0.7974,8.525500000000001,1.0632,-7.7281,4.6705,0.0122,1.2464,1.1959,-5.8175,-1.593,0.6782,0.254,2.0,0.0
CHEMBL1807860,3.68,C[C@H]1O[C@H]([C@H](O)[C@H]1Cl)n2cnc3c(N)nc(OCC4CC45CC5)nc23,9.2729,-8.0199,1.253,7.5169,-0.6968000000000001,2.2332,0.0,582.2324,-18.5384,-6.4123,-8.4213,228.7694,0.1308,8.2137,0.1217,3.41,0.7081000000000001,1.3764,11.0419,4.6699,83.5686,3.3619,-10.1022,-6.7403,3.2519,-75.8648,23312.8334,559581.0479,425.6295,418.3429,-3.41,0.4491,7.2692,0.6652,-5.4635,0.6652,1.4049,8.225,0.8303,-6.8201,4.4458,0.008,1.7363,0.9658,-10.3989,-2.4053,0.6782,3.855,2.0,0.0
CHEMBL515062,2.77,CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)nc(OC(CO)CO)c2Cl)n[nH]1,8.3259,-7.6711,0.6548,6.931,0.1032,5.2339,0.0,733.0436,-25.0036,-9.2741,-8.5591,304.4846,0.3051,6.8278,0.1465,3.5171,0.9073,1.2525,10.2375,5.97,76.8703,2.6024000000000003,-9.8604,-7.2579,5.7889,-101.6524,39901.2659,949569.3882,540.9196,539.9495,-3.5171,0.9657,7.9999,0.7653000000000001,-5.224,0.7653000000000001,0.8042,7.8383,1.0307,-7.0342,4.5867,0.0144,1.3587,1.107,-14.3962,-2.0115,0.6782,2.7814,2.0,0.0
CHEMBL1778644,-0.92,CCS(=O)(=O)c1ccc(c(F)c1)c2cc(Cl)ccc2OCC(=O)O,8.6862,-9.3773,-0.6911,7.8486,0.7206,7.0164,0.0,562.0934,-27.6291,-8.8485,-9.1973,230.5011,0.1922,7.128,0.1403,4.2846,1.2884,0.9685,11.3802,6.4581,79.7507,3.1168,-10.7557,-7.6389,6.3489,-74.2513,22013.9116,583685.6655,397.9235,389.8723,-4.2846,1.7598,10.329,0.8513000000000001,-6.0666,0.8513000000000001,0.5677,9.137,1.2025,-8.5692,4.6345,0.0128,1.4568,1.4808,-22.9177,3.4589,0.6782,4.0322,2.0,0.0
CHEMBL232433,3.17,C[S+]([O-])CCN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,9.2133,-8.5418,0.6714,7.1594,0.4007,4.6717,0.0,645.1417,-21.1994,-4.1512,-8.6682,288.6964,0.2489,6.7587,0.148,3.78,1.0577,1.13,10.2328,6.8701,82.0308,3.311,-10.3238,-7.0127,5.3555,-81.916,33876.2227,934346.6857,460.1989,468.3352,-3.78,1.2955,8.8555,0.8094,-5.4697,0.8094,0.657,8.2171,1.1188,-7.5601,4.7714,0.0155,1.4369,1.26,-19.8569,2.1305,0.6782,4.2641,2.0,0.0
CHEMBL562698,1.77,Clc1c(ccnc1N2CCNCC2)C(=O)NCC34CC5CC(CC(C5)C3)C4,8.1829,-7.8872,0.2957,6.9341,-0.2987,3.8068,0.0,600.4704,-11.088,-2.1758,-8.4279,270.7345,0.2504,7.2328,0.1383,3.3177,0.7613000000000001,1.3768,10.2076,4.2438,73.0772,2.6131,-9.7345,-7.1214,4.013,-80.1805,32188.7666,761741.4893,453.4823,481.0349,-3.3177,0.6317,7.2672,0.7088,-5.1259,0.7088,1.06,7.6954,0.9176,-6.6354,3.908,0.0103,1.4825,0.9843,-8.2204,-1.37,0.6782,1.9535,2.0,0.0
CHEMBL2172005,1.85,COc1ccc(cc1OC)N2CCN([C@H](C)C2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,9.5645,-7.8011,1.7634,6.5727,-0.6253000000000001,4.6483,0.0,710.946,-19.3478,-2.846,-7.7268,315.3169,0.1723,7.198,0.1389,2.9737,0.6145,1.581,9.9239,5.5265,86.7694,3.1169,-9.2853,-6.1684,4.5371,-98.8541,43751.4974,994455.3081,555.3717,577.1629,-2.9737,0.3842,6.3315,0.6631,-4.7732,0.6631,1.2399,7.1872,0.8262,-5.9473,4.7515,0.0127,1.4556,0.8266,-15.0671,-2.1129,0.6782,3.6181,2.0,0.0
CHEMBL2207666,3.42,O[C@H](CNC(=O)C1=CNC(=O)c2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,9.0105,-9.0495,-0.0391,7.0871,0.769,3.5084,0.0,731.7722,-23.0724,-5.9585,-8.7929,324.197,0.3142,6.3181,0.1583,3.928,1.2214,1.0416,9.9671,7.2714,74.9795,2.8507,-10.2183,-7.3676,3.6339,-98.3421,44018.1731,1111635.4825,537.7471,551.4527,-3.928,1.7472,9.6033,0.8718,-5.5075,0.8718,0.4524,8.3084,1.2436,-7.856,4.6912,0.0186,1.3992,1.3963,-18.2126,0.4205,0.6782,4.8997,2.0,0.0
CHEMBL2031562,0.2,Nc1cc(cc(c1)C(F)(F)F)C(=O)Nc2cccc(c2)c3nnn[nH]3,8.8587,-9.1743,-0.3156,7.8126,1.0329,7.6302,0.0,546.7906,-27.0007,-5.6268,-9.1947,212.7186,0.3308,6.7797,0.1475,4.4228,1.4427,0.9058,11.5753,6.8977,72.4669,2.7504,-10.5698,-7.8195,8.0193,-73.5188,18649.1142,448551.4788,361.2785,351.8011,-4.4228,2.1954,11.0409,0.9023,-6.1177,0.9023,0.4097,9.2553,1.3047,-8.8455,4.8138000000000005,0.0155,1.3095,1.5965,-17.6023,-4.4497,0.6782,3.1284,2.0,0.0
CHEMBL415521,1.2,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCNCC2)c3ccccc3,9.4119,-8.7347,0.6772,6.861,-0.3806,4.4535,0.0,617.1947,-10.5094,-1.9394,-8.0839,272.8498,0.1947,7.2415,0.1381,3.2402,0.725,1.4195,10.3529,5.3516,80.2343,3.113,-9.6404,-6.5274,4.3172,-73.4465,30548.3018,715266.9266,468.6912,474.099,-3.2402,0.5650000000000001,7.0454,0.6975,-5.0506,0.6975,1.1056,7.5859,0.895,-6.4804,4.6121,0.0122,1.4264,0.9365,-8.1785,-1.0697,0.6782,4.312,2.0,0.0
CHEMBL476518,3.51,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N(C)C)n2,7.5565,-7.2085,0.3479,6.3085,-0.2357,4.4729,0.0,580.0772,-12.6201,-1.8955,-8.0234,254.1031,0.3838,6.5442,0.1528,3.0364,0.7047,1.4987,9.9571,5.3895,65.0278,2.1501,-9.0985,-6.9483,5.386,-70.5247,26576.7722,618158.1158,428.9214,433.1322,-3.0364,0.6002000000000001,6.673,0.7141000000000001,-4.6724,0.7141000000000001,0.9404,7.0132,0.9282,-6.0728,4.6369,0.0166,1.1792,0.8713000000000001,-6.9399,-4.4628,0.6782,2.9174,2.0,0.0
CHEMBL381055,3.73,Fc1ccc(cc1)C(=O)N2CCC[C@@H](C2)c3onc(n3)c4ccc(F)cc4,9.8835,-9.3455,0.5381,7.9895,0.7303000000000001,4.365,0.0,589.8289,-15.7098,-3.038,-9.2724,242.2262,0.209,7.2592,0.1378,4.3599,1.3106,0.9523,11.4489,6.7155000000000005,82.6014,3.1456,-10.8452,-7.6997,4.7008,-77.8778,24468.5736,588499.7856,414.2534,411.4459,-4.3599,1.7899,10.5097,0.8509,-6.1747,0.8509,0.5803,9.3001,1.2019,-8.7198,4.7223,0.0124,1.5297,1.5119,-13.2045,-0.1455,0.6782,4.3755,2.0,0.0
CHEMBL51483,2.75,CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)c3c(C)cc4c(C(C)C)c(O)c(O)c(C=O)c4c3O,7.8789,-8.6739,-0.7949,7.0145,1.5957,4.6961,0.0,736.5966,-23.4353,-13.9141,-9.1765,356.8359,0.8092,5.4188,0.1846,4.3051,1.7101000000000002,0.8461000000000001,10.1598,7.9479,52.4329,2.0817,-10.2173,-8.1356,5.3584,-112.1309,53092.2354,1271660.8106,554.1412,593.8878,-4.3051,3.2128,11.8229,1.0445,-5.6598,1.0445,0.1145,8.7246,1.5889,-8.6101,4.7488,0.0299,1.1282,1.7796,-13.1371,2.9376,0.6782,3.5885,2.0,0.0
CHEMBL110999,2.44,CN(CCCOCCOCCc1ccccc1)CCc2ccc(O)c3nc(O)sc23,9.7214,-8.3303,1.3912,6.6904,-0.0278,2.5986,0.0,714.3642,-16.5497,-9.2146,-8.144,308.2472,0.2374,6.7182,0.149,3.3313,0.8274,1.338,9.7836,6.1412,79.3908,2.493,-9.3905,-6.8975,2.2816,-89.9268,39744.8244,963736.735,537.0045,544.3869,-3.3313,0.8182,7.4809,0.7464000000000001,-5.0109,0.7464000000000001,0.8552000000000001,7.5179,0.9929,-6.6626,4.6311,0.0154,1.3761,1.0322,-8.4063,0.393,0.6782,4.3502,2.0,0.0
CHEMBL2023475,3.88,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4ccc(F)cc34)cc2OC)cn1,8.3503,-8.5842,-0.2339,7.1107,0.7061000000000001,4.58,0.0,688.2993,-17.514,-3.0727,-8.924,289.339,0.3732,6.4046,0.1561,3.9084,1.1926,1.055,10.4198,6.851,66.5227,2.3681,-10.1081,-7.74,4.5727,-88.6174,34251.2926,822784.4999,494.5339,485.95,-3.9084,1.6625,9.4792,0.8602000000000001,-5.5095,0.8602000000000001,0.4865,8.3032,1.2205,-7.8167,4.727,0.018,1.274,1.3581,-12.4558,-2.6638,0.6782,4.5187,2.0,0.0
CHEMBL325503,1.48,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)NCc3ccc[n+]([O-])c3)C(=O)C(F)(F)F,7.8811,-8.3575,-0.4763,7.2267,1.4279,5.7584,0.0,771.3683,-28.2901,-5.944,-9.4758,345.5393,0.538,5.7989,0.1727,4.3273,1.6173000000000002,0.8685,10.4531,7.8462,63.2212,1.4483,-10.2,-8.7517,6.1586,-118.0976,50547.9346,1187035.7992,580.5469,597.6252,-4.3273,2.8666,11.5212,0.9973,-5.777,0.9973,0.1894,8.844,1.4947,-8.6546,4.8223,0.0249,1.2042,1.7164,-26.3148,3.2905,0.6782,5.0242,2.0,0.0
